"","40","50","60","70","80","90","100","110","120","130","140","150","160","170","180","190","210","220","260","270","280"
"40",0,0.41494619915535,0.636073978358774,0.750447999858132,0.894113053574756,0.878419836499598,0.924294977644572,0.966283243087426,0.947586338713881,0.920796272040189,0.967921206161369,0.976577218221505,1,1,1,1,1,1,1,1,1
"50",0.41494619915535,0,0.475053053073502,0.76387251892736,0.834826841162306,0.839330180739355,0.953416761865757,0.972022813213012,0.960937152636124,0.961682789430596,1,0.983106079443659,1,1,1,1,1,1,1,1,1
"60",0.636073978358774,0.475053053073502,0,0.640316658506439,0.65710041158431,0.630838466573578,0.831257343287629,0.834329728551079,0.872554732010576,0.876233674732285,0.962295319201459,1,1,1,0.972851576170383,1,1,1,1,1,1
"70",0.750447999858132,0.76387251892736,0.640316658506439,0,0.681505406228545,0.769193658511441,0.706632829796053,0.820975980013322,0.900026139447596,0.852423811099155,0.907328681581039,0.938116377542216,0.971840654111281,0.967827236735595,0.939358338027607,1,1,1,1,1,1
"80",0.894113053574756,0.834826841162306,0.65710041158431,0.681505406228545,0,0.503912005795659,0.731867389571322,0.559696010995581,0.765842386373659,0.756296620250757,0.863977018572146,0.896549888178608,0.927789373959151,0.916800107525451,0.902206986957486,0.979199389858165,1,1,1,1,1
"90",0.878419836499598,0.839330180739355,0.630838466573578,0.769193658511441,0.503912005795659,0,0.656568468231223,0.531578237953453,0.596703039107478,0.638967378425424,0.746805074348877,0.824917332535512,0.860589955546665,0.879206361954667,0.901692717386541,0.95752095700631,1,1,1,1,1
"100",0.924294977644572,0.953416761865757,0.831257343287629,0.706632829796053,0.731867389571322,0.656568468231223,0,0.7038724403644,0.66801619610909,0.610238567623049,0.649267362236508,0.753749805917025,0.769191542572751,0.717033992933327,0.782364539172886,0.890620907789813,0.918452148979766,1,1,1,1
"110",0.966283243087426,0.972022813213012,0.834329728551079,0.820975980013322,0.559696010995581,0.531578237953453,0.7038724403644,0,0.534618216027061,0.543649159763216,0.639413953948767,0.703788079214044,0.831687816023064,0.894772171643832,0.882022859829194,0.965176867358783,0.982828474523325,0.982183515136959,1,1,1
"120",0.947586338713881,0.960937152636124,0.872554732010576,0.900026139447596,0.765842386373659,0.596703039107478,0.66801619610909,0.534618216027061,0,0.336312735505924,0.433650056568437,0.535460933300278,0.65955734268838,0.78590151544582,0.829114354976767,0.938646587430614,0.951951735035552,1,1,1,1
"130",0.920796272040189,0.961682789430596,0.876233674732285,0.852423811099155,0.756296620250757,0.638967378425424,0.610238567623049,0.543649159763216,0.336312735505924,0,0.419325649109467,0.554918710886345,0.647592245651238,0.726952226254849,0.744133659480746,0.864197111135242,0.948753424420761,1,1,1,1
"140",0.967921206161369,1,0.962295319201459,0.907328681581039,0.863977018572146,0.746805074348877,0.649267362236508,0.639413953948767,0.433650056568437,0.419325649109467,0,0.445466286701145,0.563401387860157,0.742417894708365,0.822405487353893,0.931506233174354,0.948917543337985,0.9438491471514,1,1,1
"150",0.976577218221505,0.983106079443659,1,0.938116377542216,0.896549888178608,0.824917332535512,0.753749805917025,0.703788079214044,0.535460933300278,0.554918710886345,0.445466286701145,0,0.496741489901915,0.654035787660917,0.691836051420668,0.966322963972732,0.948137259880337,0.942927789874891,1,1,1
"160",1,1,1,0.971840654111281,0.927789373959151,0.860589955546665,0.769191542572751,0.831687816023064,0.65955734268838,0.647592245651238,0.563401387860157,0.496741489901915,0,0.57045683785128,0.687699288099397,0.826245955880346,0.765641064473273,0.834005802437536,0.899250206535866,0.901640334714331,0.904347237442055
"170",1,1,1,0.967827236735595,0.916800107525451,0.879206361954667,0.717033992933327,0.894772171643832,0.78590151544582,0.726952226254849,0.742417894708365,0.654035787660917,0.57045683785128,0,0.454945167614192,0.701954299725215,0.735440472016173,0.808974633693348,0.929980389068106,0.932305742273121,0.934885306472192
"180",1,1,0.972851576170383,0.939358338027607,0.902206986957486,0.901692717386541,0.782364539172886,0.882022859829194,0.829114354976767,0.744133659480746,0.822405487353893,0.691836051420668,0.687699288099397,0.454945167614192,0,0.697632961629551,0.766997548166102,0.695534490130764,0.8582866174882,0.862826889479718,0.867876402557393
"190",1,1,1,1,0.979199389858165,0.95752095700631,0.890620907789813,0.965176867358783,0.938646587430614,0.864197111135242,0.931506233174354,0.966322963972732,0.826245955880346,0.701954299725215,0.697632961629551,0,0.717585863292643,0.814876721929742,0.709606224472474,0.728684665927594,0.748402534060716
"210",1,1,1,1,1,1,0.918452148979766,0.982828474523325,0.951951735035552,0.948753424420761,0.948917543337985,0.948137259880337,0.765641064473273,0.735440472016173,0.766997548166102,0.717585863292643,0,0.553959916110941,0.734406839463016,0.751213721686407,0.768675557431757
"220",1,1,1,1,1,1,1,0.982183515136959,1,1,0.9438491471514,0.942927789874891,0.834005802437536,0.808974633693348,0.695534490130764,0.814876721929742,0.553959916110941,0,0.7018001214472,0.727670966812801,0.753211298632021
"260",1,1,1,1,1,1,1,1,1,1,1,1,0.899250206535866,0.929980389068106,0.8582866174882,0.709606224472474,0.734406839463016,0.7018001214472,0,0.113749093639831,0.219636218082418
"270",1,1,1,1,1,1,1,1,1,1,1,1,0.901640334714331,0.932305742273121,0.862826889479718,0.728684665927594,0.751213721686407,0.727670966812801,0.113749093639831,0,0.108600332235031
"280",1,1,1,1,1,1,1,1,1,1,1,1,0.904347237442055,0.934885306472192,0.867876402557393,0.748402534060716,0.768675557431757,0.753211298632021,0.219636218082418,0.108600332235031,0
